material_id,gt_band_gap,template_id,query,pred_band_gap,abs_err,label,raw_output,latency_s
mp-1524462,2.7061,2,Band gap for mp-1524462 (eV)? Return only the number. Output only ONE number.,1.75,0.9561000000000002,wrong_value,1.75,0.813744068145752
mp-706630,3.606099999999999,1,Give the band gap of mp-706630 in eV. No extra text. Output only ONE number.,1.5,2.106099999999999,wrong_value,1.5,0.8316378593444824
mp-541837,0.3769,2,Band gap for mp-541837 (eV)? Return only the number. Output only ONE number.,1.75,1.3731,wrong_value,1.75,0.9095828533172607
mp-1819,2.028799999999999,2,Band gap for mp-1819 (eV)? Return only the number. Output only ONE number.,1.7,0.3287999999999991,wrong_value,1.7,0.8209042549133301
mp-7988,0.583199999999999,2,Band gap for mp-7988 (eV)? Return only the number. Output only ONE number.,1.75,1.166800000000001,wrong_value,1.75,0.7914807796478271
mp-2049132,0.21629999999999902,0,What is the band gap (eV) of material mp-2049132? Answer with a single number. Output only ONE number.,1.3,1.083700000000001,wrong_value,1.3,0.7495639324188232
mp-7943,0.3285,0,What is the band gap (eV) of material mp-7943? Answer with a single number. Output only ONE number.,1.5,1.1715,wrong_value,1.5,0.814946174621582
mp-30792,0.15660000000000002,1,Give the band gap of mp-30792 in eV. No extra text. Output only ONE number.,1.7,1.5433999999999999,wrong_value,1.7,0.6132247447967529
mp-352,4.0165,0,What is the band gap (eV) of material mp-352? Answer with a single number. Output only ONE number.,1.3,2.7165,wrong_value,1.3,0.7781851291656494
mp-15954,0.2625,2,Band gap for mp-15954 (eV)? Return only the number. Output only ONE number.,1.7,1.4375,wrong_value,1.7,0.6501572132110596
mp-23165,0.8929,2,Band gap for mp-23165 (eV)? Return only the number. Output only ONE number.,1.75,0.8571,wrong_value,1.75,0.7178421020507812
mp-2251,0.9840000000000001,0,What is the band gap (eV) of material mp-2251? Answer with a single number. Output only ONE number.,1.5,0.5159999999999999,wrong_value,1.5,0.8225600719451904
mp-181,0.21629999999999902,2,Band gap for mp-181 (eV)? Return only the number. Output only ONE number.,1.7,1.483700000000001,wrong_value,1.7,0.9163699150085449
mp-2340,1.7361,1,Give the band gap of mp-2340 in eV. No extra text. Output only ONE number.,1.7,0.03610000000000002,ok,1.7,0.6168332099914551
mp-1443,3.1684,1,Give the band gap of mp-1443 in eV. No extra text. Output only ONE number.,1.7,1.4684000000000001,wrong_value,1.7,0.5837609767913818
mp-2697,2.8495,0,What is the band gap (eV) of material mp-2697? Answer with a single number. Output only ONE number.,1.3,1.5494999999999999,wrong_value,1.3,0.953312873840332
mp-680463,0.391399999999999,0,What is the band gap (eV) of material mp-680463? Answer with a single number. Output only ONE number.,1.3,0.908600000000001,wrong_value,1.3,0.7210538387298584
mp-542810,1.9674,1,Give the band gap of mp-542810 in eV. No extra text. Output only ONE number.,1.5,0.46740000000000004,wrong_value,1.5,0.7158341407775879
mp-971787,1.1332,1,Give the band gap of mp-971787 in eV. No extra text. Output only ONE number.,1.5,0.3668,wrong_value,1.5,0.7086119651794434
mp-1105,2.2352,0,What is the band gap (eV) of material mp-1105? Answer with a single number. Output only ONE number.,1.1,1.1351999999999998,wrong_value,1.1,0.6174869537353516
