material_id,gt_fe_per_atom,template_id,query,pred_fe_per_atom,abs_err,raw_output,latency_s,label,label2
mp-28044,-2.512653630624999,1,Give the formation energy per atom of mp-28044 in eV/atom. No extra text.,3.75,6.262653630625,3.75,0.9250051975250244,wrong_value,mode_guess
mp-1683,-1.236771233046873,0,What is the formation energy per atom (eV/atom) of material mp-1683? Answer with a single number.,0.0,1.236771233046873,0.0,0.6126818656921387,wrong_value,mode_guess
mp-985829,-1.806995168541668,1,Give the formation energy per atom of mp-985829 in eV/atom. No extra text.,0.0,1.806995168541668,0.0,1.0230510234832764,wrong_value,mode_guess
mp-1863,-0.119684392083333,1,Give the formation energy per atom of mp-1863 in eV/atom. No extra text.,3.75,3.869684392083333,3.75,0.7174360752105713,wrong_value,mode_guess
mp-15649,-0.571072849166668,0,What is the formation energy per atom (eV/atom) of material mp-15649? Answer with a single number.,0.0,0.571072849166668,0.0,0.718454122543335,wrong_value,mode_guess
mp-23710,-0.2827190725,1,Give the formation energy per atom of mp-23710 in eV/atom. No extra text.,3.75,4.0327190725,3.75,0.5864248275756836,wrong_value,mode_guess
mp-1203760,-0.553621656590911,0,What is the formation energy per atom (eV/atom) of material mp-1203760? Answer with a single number.,0.0,0.553621656590911,0.0,0.7427260875701904,wrong_value,mode_guess
mp-18536,-1.128947433749999,2,Return only the formation energy per atom (eV/atom) for mp-18536.,3.75,4.878947433749999,3.75,0.5136780738830566,wrong_value,mode_guess
mp-570796,-0.7330447383333331,2,Return only the formation energy per atom (eV/atom) for mp-570796.,3.75,4.483044738333333,3.75,0.4793360233306885,wrong_value,mode_guess
mp-971787,-1.208906696666668,1,Give the formation energy per atom of mp-971787 in eV/atom. No extra text.,0.0,1.208906696666668,0.0,0.6470589637756348,wrong_value,mode_guess
mp-468,-3.86576940625,2,Return only the formation energy per atom (eV/atom) for mp-468.,0.318,4.18376940625,0.318,0.6809659004211426,wrong_value,mode_guess
mp-1391848,-2.063723397142856,0,What is the formation energy per atom (eV/atom) of material mp-1391848? Answer with a single number.,0.0,2.063723397142856,0.0,0.8506150245666504,wrong_value,mode_guess
mp-569867,-0.7546754528571421,2,Return only the formation energy per atom (eV/atom) for mp-569867.,3.75,4.504675452857142,3.75,0.7199139595031738,wrong_value,mode_guess
mp-9851,-0.630045229146825,0,What is the formation energy per atom (eV/atom) of material mp-9851? Answer with a single number.,0.045,0.6750452291468251,0.045,0.614142894744873,wrong_value,other_wrong
mp-1018138,-0.7411700000000001,2,Return only the formation energy per atom (eV/atom) for mp-1018138.,0.31,1.0511700000000002,0.31,0.714637041091919,wrong_value,other_wrong
mp-16922,-0.962356391249998,1,Give the formation energy per atom of mp-16922 in eV/atom. No extra text.,0.035,0.997356391249998,0.035,0.7194576263427734,wrong_value,other_wrong
mp-557993,-1.459764126666667,2,Return only the formation energy per atom (eV/atom) for mp-557993.,3.75,5.209764126666667,3.75,0.8152079582214355,wrong_value,mode_guess
mp-470,-2.156655663333334,2,Return only the formation energy per atom (eV/atom) for mp-470.,0.318,2.474655663333334,0.318,0.8224470615386963,wrong_value,mode_guess
mp-559931,-3.238528048750001,2,Return only the formation energy per atom (eV/atom) for mp-559931.,3.75,6.988528048750001,3.75,0.7132422924041748,wrong_value,mode_guess
mp-27871,-0.8457965725000001,0,What is the formation energy per atom (eV/atom) of material mp-27871? Answer with a single number.,0.0,0.8457965725000001,0.0,0.6787800788879395,wrong_value,mode_guess
mp-27628,-0.3329571455,0,What is the formation energy per atom (eV/atom) of material mp-27628? Answer with a single number.,0.0,0.3329571455,0.0,0.655419111251831,wrong_value,mode_guess
mp-30092,-1.725360933333334,1,Give the formation energy per atom of mp-30092 in eV/atom. No extra text.,3.58,5.305360933333335,3.58,0.8189809322357178,wrong_value,other_wrong
mp-2340,-1.2980963948563211,0,What is the formation energy per atom (eV/atom) of material mp-2340? Answer with a single number.,0.0,1.2980963948563211,0.0,0.9009180068969728,wrong_value,mode_guess
mp-23155,0.0,2,Return only the formation energy per atom (eV/atom) for mp-23155.,3.75,3.75,3.75,0.9408719539642334,wrong_value,mode_guess
mp-31049,-3.159657924166664,2,Return only the formation energy per atom (eV/atom) for mp-31049.,3.75,6.909657924166664,3.75,0.8066427707672119,wrong_value,mode_guess
mp-995393,-0.612184769666665,0,What is the formation energy per atom (eV/atom) of material mp-995393? Answer with a single number.,0.0,0.612184769666665,0.0,0.7306709289550781,wrong_value,mode_guess
mp-1201,-0.383199846000002,2,Return only the formation energy per atom (eV/atom) for mp-1201.,-3.75,3.366800153999998,-3.75,0.7142038345336914,wrong_value,mode_guess
mp-7988,-1.180246544770117,1,Give the formation energy per atom of mp-7988 in eV/atom. No extra text.,3.58,4.760246544770117,3.58,0.7195992469787598,wrong_value,other_wrong
mp-22881,-1.2745155149999992,1,Give the formation energy per atom of mp-22881 in eV/atom. No extra text.,3.75,5.024515514999999,3.75,0.7087059020996094,wrong_value,mode_guess
mp-27972,-2.494519163125,0,What is the formation energy per atom (eV/atom) of material mp-27972? Answer with a single number.,0.0,2.494519163125,0.0,0.6596379280090332,wrong_value,mode_guess
mp-1184796,-1.406990803749999,0,What is the formation energy per atom (eV/atom) of material mp-1184796? Answer with a single number.,0.0,1.406990803749999,0.0,0.7822237014770508,wrong_value,mode_guess
mp-2697,-2.204479133333331,1,Give the formation energy per atom of mp-2697 in eV/atom. No extra text.,0.0,2.204479133333331,0.0,0.7158420085906982,wrong_value,mode_guess
mp-706630,-0.095264628645833,1,Give the formation energy per atom of mp-706630 in eV/atom. No extra text.,2.58,2.675264628645833,2.58,0.9214091300964355,wrong_value,other_wrong
mp-27857,-0.694771309999999,0,What is the formation energy per atom (eV/atom) of material mp-27857? Answer with a single number.,0.0,0.694771309999999,0.0,0.699383020401001,wrong_value,mode_guess
